01;CARIRI;1.01;ASSISTÊNCIA SOCIAL;Garantir espaços regionalizados para acolher populações prioritárias (deficientes e idosos).
01;CARIRI;1.01;ASSISTÊNCIA SOCIAL;Priorizar a execução das ações e aplicação dos recursos de combate à pobreza nas políticas de assistência, moradia, inclusão social e segurança alimentar.
01;CARIRI;1.02;HABITAÇÃO;Priorizar a execução das ações e aplicação dos recursos de combate à pobreza nas políticas de assistência, moradia, inclusão social e segurança alimentar.
01;CARIRI;1.03;INCLUSÃO SOCIAL E DIREITOS HUMANOS;Fortalecer a acessibilidade.
01;CARIRI;1.03;INCLUSÃO SOCIAL E DIREITOS HUMANOS;Fortalecer a política estadual para imigrantes (criação de casas de apoio).
01;CARIRI;1.03;INCLUSÃO SOCIAL E DIREITOS HUMANOS;Priorizar a execução das ações e aplicação dos recursos de combate à pobreza nas políticas de assistência, moradia, inclusão social e segurança alimentar.
01;CARIRI;1.03;INCLUSÃO SOCIAL E DIREITOS HUMANOS;Revisar e ampliar as políticas socioeducativas para trabalhar a responsabilização do adolescente infrator e garantir sua inclusão na sociedade.
01;CARIRI;1.04;SEGURANÇA ALIMENTAR E NUTRICIONAL;Garantir o acesso de alimentos de qualidade e em quantidade suficiente sem o uso de agrotóxicos.
01;CARIRI;1.04;SEGURANÇA ALIMENTAR E NUTRICIONAL;Priorizar a execução das ações e aplicação dos recursos de combate à pobreza nas políticas de assistência, moradia, inclusão social e segurança alimentar.
01;CARIRI;1.04;SEGURANÇA ALIMENTAR E NUTRICIONAL;Promover melhor integração entre os órgãos para acelerar e viabilizar a aquisição de alimentos entre órgão e controle social.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Apoiar a criação de ações de desenvolvimento de unidades de processamentos de alimentos nas comunidades rurais.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Apoiar as feiras municipais dos produtos da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Criar calendário permanente para realização de feira e exposições dos produtos da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Definir espaço próprio nas feiras e exposições dos produtos da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Garantir maior acesso à mecanização aos pequenos produtores.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Implementar as políticas de economia solidaria e agroecologia.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Implementar planejamento estadual voltado à certificação dos produtos da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Implementar política de educação no campo que promova o protagonismo da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Incentivar a agricultura orgânica e uso racional de agrotóxicos.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Melhorar a infraestrutura para comercialização, armazenamento, distribuição e logística dos produtos da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Ofertar assistência técnica e extensão rural publica de qualidade, quantidade e continuada, contemplando a valorização dos serviços e profissionais.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Promover a valorização da agricultura familiar.
01;CARIRI;3.01;AGRICULTURA FAMILIAR E AGRONEGÓCIO;Promover incentivo e maior divulgação junto aos produtores para uso de tecnologias alternativas com diversidade de produtos.
01;CARIRI;3.02;COMÉRCIO E SERVIÇOS;Apoiar o planejamento municipal para o desenvolvimento econômico.
01;CARIRI;3.02;COMÉRCIO E SERVIÇOS;Avançar nas políticas de revitalização dos centros de comercialização
01;CARIRI;3.02;COMÉRCIO E SERVIÇOS;Desburocratizar os processos voltados ao desenvolvimento das atividades de comércio e outros serviços.
01;CARIRI;3.02;COMÉRCIO E SERVIÇOS;Revisar a taxação do ICMS e sua aplicação, visando fomentar atividades de comércio e outros serviços.
01;CARIRI;3.03;INDÚSTRIA;Ampliar e melhorar a atração de grandes e pequenas indústrias para a região.
01;CARIRI;3.03;INDÚSTRIA;Apoiar o desenvolvimento tecnológico das indústrias da região.
01;CARIRI;3.03;INDÚSTRIA;Criar a zona de processamento e exportação da região.
01;CARIRI;3.04;INFRAESTRUTURA E MOBILIDADE;Ampliar a malha ferroviária do VLT, ligando-o ao aeroporto, Barbalha e Missão Velha.
01;CARIRI;3.04;INFRAESTRUTURA E MOBILIDADE;Ampliar e melhorar as infraestruturas aérea, rodoviária e ferroviária para escoamento da produção.
01;CARIRI;3.04;INFRAESTRUTURA E MOBILIDADE;Apoiar a melhoria no planejamento de loteamentos.
01;CARIRI;3.04;INFRAESTRUTURA E MOBILIDADE;Apoiar e fiscalizar os planos diretores municipais.
01;CARIRI;3.04;INFRAESTRUTURA E MOBILIDADE;Efetivar o Plano de Desenvolvimento Urbano Integrado.
01;CARIRI;3.05;PESCA E AQUICULTURA;Ofertar assistência técnica e extensão pesqueira e aquícola pública de qualidade, quantidade e continuada, contemplando a valorização dos serviços e profissionais.
01;CARIRI;3.06;TRABALHO E EMPREENDEDORISMO;Avançar nas políticas de desburocratização aos pequenos negócios.
01;CARIRI;3.07;TURISMO;Ampliar a promoção dos destinos turísticos da região.
01;CARIRI;3.07;TURISMO;Efetivar a interiorização do desenvolvimento do turismo no interior, prevista em legislação específica.
01;CARIRI;3.07;TURISMO;Implementar planejamento estadual voltado ao desenvolvimento do ecoturismo regional.
01;CARIRI;3.07;TURISMO;Melhorar a infraestrutura dos geosítios do Geopark Araripe.
01;CARIRI;4.01;CIÊNCIA, TECNOLOGIA E INOVAÇÃO;Ampliar a produção e disseminação de informação, da	Ciência, Tecnologia e Inovação.
01;CARIRI;4.01;CIÊNCIA, TECNOLOGIA E INOVAÇÃO;Ampliar pesquisa, inovação e tecnologia nas universidades.
01;CARIRI;4.01;CIÊNCIA, TECNOLOGIA E INOVAÇÃO;Criar uma política de integração da produção cientifica, tecnológica e inovação do estado como estratégia para o desenvolvimento regional e emancipação humana.
01;CARIRI;4.02;CULTURA E ARTE;Desburocratizar o acesso aos editais.
01;CARIRI;4.02;CULTURA E ARTE;Implantar um centro cultural integrado de arte e cultura na região do Cariri.
01;CARIRI;4.02;CULTURA E ARTE;Integrar as políticas públicas de cultura e educação, de base comunitária e intersetorial.
01;CARIRI;4.02;CULTURA E ARTE;Tornar as escolas como principais equipamentos cultural-artísticos e instrumentos de desenvolvimento dos lugares.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Ampliar a formação continuada dos professores em todos os níveis.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Ampliar a formação continuada e humanística para os envolvidos na comunidade escolar.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Ampliar a oferta de Educação para Jovens e Adultos.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Fortalecer as parcerias entre estado e município para formação continuada dos professores e melhoria da infraestrutura das escolas.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Garantir a efetivação dos direitos estudantis.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Implantar educação de tempo integral no campo.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Implementar nas escolas atendimentos multifuncionais para professores, alunos e comunidade escolar.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Integrar as políticas públicas de cultura e educação, de base comunitária e intersetorial.
01;CARIRI;4.03;EDUCAÇÃO BÁSICA;Tornar as escolas como principais equipamentos cultural-artísticos e instrumentos de desenvolvimento dos lugares.
01;CARIRI;4.04;EDUCAÇÃO PROFISSIONAL;Ampliar a formação continuada dos professores em todos os níveis.
01;CARIRI;4.04;EDUCAÇÃO PROFISSIONAL;Ampliar programas de inserção dos egressos no mercado de trabalho
01;CARIRI;4.04;EDUCAÇÃO PROFISSIONAL;Garantir a efetivação dos direitos estudantis.
01;CARIRI;4.04;EDUCAÇÃO PROFISSIONAL;Tornar as escolas como principais equipamentos cultural-artísticos e instrumentos de desenvolvimento dos lugares.
01;CARIRI;4.05;EDUCAÇÃO SUPERIOR;Ampliar a formação continuada dos professores em todos os níveis.
01;CARIRI;4.05;EDUCAÇÃO SUPERIOR;Ampliar a oferta de educação superior para a região, contemplando as minorias da sociedade.
01;CARIRI;4.05;EDUCAÇÃO SUPERIOR;Ampliar e melhorar a infraestrutura das universidades com vistas à promoção da acessibilidade.
01;CARIRI;4.05;EDUCAÇÃO SUPERIOR;Ampliar pesquisa, inovação e tecnologia nas universidades.
01;CARIRI;4.05;EDUCAÇÃO SUPERIOR;Garantir a efetivação dos direitos estudantis.
01;CARIRI;4.05;EDUCAÇÃO SUPERIOR;Implantar uma política estadual de assistência estudantil.
01;CARIRI;5.01;JUSTIÇA;Ampliar e garantir a efetividade de políticas para mulheres vítimas de violência
01;CARIRI;5.01;JUSTIÇA;Ampliar e interiorizar os serviços judiciários na região.
01;CARIRI;5.01;JUSTIÇA;Garantir atendimento com celeridade do processo da justiça em especial pequenas causas.
01;CARIRI;5.01;JUSTIÇA;Garantir condições adequadas e humanização no sistema prisional e casas de acolhimento da região, em especial as voltadas para mulheres.
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Ampliar e garantir a efetividade de políticas para mulheres vítimas de violência
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Ampliar o atendimento das delegacias no período noturno e fim de semana.
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Disseminar conhecimento a respeito das violações de direito da pessoa idosa.
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Garantir a qualificação dos agentes no acompanhamento nos casos de violência a cada grupo vulnerável específico (mulheres, idosos e LGBTs).
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Garantir condições adequadas e qualificação necessária e moderna para a realização dos serviços bombeirísticos na região.
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Garantir maior segurança para a população.
01;CARIRI;5.02;SEGURANÇA PÚBLICA;Integrar políticas de segurança com as demais políticas voltas à criança, ao adolescente e ao jovem. buscando resgatar experiências exitosas.
01;CARIRI;6.01;ESPORTE E LAZER;Promover a integração das políticas de esporte, saúde e educação
01;CARIRI;6.02;SANEAMENTO BÁSICO;Ampliar a rede de saneamento para as zonas rurais e periferias.
01;CARIRI;6.02;SANEAMENTO BÁSICO;Promover ações de incentivo à utilização do sistema de tratamento de esgoto (ligação domiciliar).
01;CARIRI;6.03;SAÚDE;Ampliar o acesso atenção terciária (UTI).
01;CARIRI;6.03;SAÚDE;Criar as redes de atenção psicossocial.
01;CARIRI;6.03;SAÚDE;Fortalecer a cooperação técnica entre governos estadual e municipais.
01;CARIRI;6.03;SAÚDE;Fortalecer a gestão do sistema de imunização.
01;CARIRI;6.03;SAÚDE;Fortalecer as ações Intersetoriais de controle ao uso abusivo de álcool e outras drogas.
01;CARIRI;6.03;SAÚDE;Fortalecer as políticas de atenção à saúde da pessoa idosa.
01;CARIRI;6.03;SAÚDE;Promover a integração das políticas de esporte, saúde e educação
01;CARIRI;6.03;SAÚDE;Promover a regionalização e a efetivação das ações de controle de zoonose.
01;CARIRI;7.01;ENERGIAS;Implantar estações de energias renováveis com incentivos para os usuários.
01;CARIRI;7.02;MEIO AMBIENTE;Ampliar a atuação do policiamento militar ambiental na região.
01;CARIRI;7.02;MEIO AMBIENTE;Implementar a gestão faunística na região.
01;CARIRI;7.02;MEIO AMBIENTE;Melhorar as ações nas áreas de conservação ambiental
01;CARIRI;7.02;MEIO AMBIENTE;Promover a implementação da política de destinação adequada de resíduos sólidos (implantação e gestão consorciada de aterros sanitários).
01;CARIRI;7.03;RECURSOS HÍDRICOS;Intensificar a fiscalização dos múltiplos usos dos recursos hídricos.
01;CARIRI;7.03;RECURSOS HÍDRICOS;Promover a melhoria na distribuição de uso dos recursos hídricos.
